,IMO,max_op_speed,main engine power 85_x,Design Speed (knots),real_propulsion_power,EPL,Main Engine Power (kW),Count Inst,Count Equip,Customer ID,Customer Country,Cust Corp Group Key,CustStatus,Inst Status,Inst Category,Inst Load attribute,Inst Segment,Inst Cluster,InstGroup,Inst Type,Inst Type Id,Inst Class Society,Inst Operator Id,Inst Builder Id,Inst Registration Country,Inst Operation Country,Inst BuiltDate,Inst CommDate,Inst Estimated Date,Inst Estimated Date Flag,Equip Status,Equip Category Name,Equip ProdRefTypeID,Equip Application,Equip FuelType,Equip FuelQuality,Equip CommDate,Equip CylQty,Equip Eng L V,Equip bore in mm,Equip Engine rotation,Equip Drive,Equip Version,Equip Product DIA,Equip Position,Equip Valid from,Business,Business Line,Product Category,Product Portfolio,Product,built_year,main engine power 85_y
49,6144020,27.0,34306.306,32.0,20607.025787292478,1,40360.36,1,4,19912,GR,4991, ,Operating,Marine, -,Cruise & Ferry,Passenger & Cargo Vessels,Passenger & Cargo Vessels,Passenger & Cargo Vessel,M208,RINA,22401,16125,GR,GR,2001-04-06,2001-04-06 00:00:00,2001-04-06 00:00:00,Act,Operating,Engines (E),Engine 6,ME,HFO,HFO 380,36987,12,V,531.0,"CCW,CW",CPP, ,0,-,2004-01-16 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 46,2001,34306.306
50,6160643,17.0,10618.6165,20.5,6055.543345511527,1,12492.49,1,2,9753,GR,14630, ,Operating,Marine, -,Merchant,RoRo Vessels,RoRo Vessels,Car Carrier,M110,DNVG,10973,2395,MT,GR,2002-02-25,2002-02-25 00:00:00,2002-02-25 00:00:00,Act,Operating,Engines (E),Engine 6,ME,HFO,HFO 380,37104,8,L,531.0,"CW,CCW",CPP, ,0,-,2004-01-16 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 46,2002,10618.6165
51,6160651,17.5,10618.6165,20.5,6605.725140922215,1,12492.49,1,2,9753,GR,14630, ,Operating,Marine, -,Merchant,RoRo Vessels,RoRo Vessels,Car Carrier,M110,DNVG,10973,2395,MT,GR,2002-09-21,2002-09-21 00:00:00,2002-09-21 00:00:00,Act,Operating,Engines (E),Engine 6,ME,HFO,HFO 380,37196,8,L,531.0,"CW,CCW",CPP, ,0,-,2004-01-16 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 46,2002,10618.6165
52,6161183,22.0,11843.8405,23.5,9717.55496520039,1,13933.93,1,4,19939,GR,29909, ,Operating,Marine, -,Cruise & Ferry,Passenger & Cargo Vessels,Passenger & Cargo Vessels,Passenger & Cargo Vessel,M208,LR,22432,2336,GR,GR,2002-04-17,2002-01-09 00:00:00,2002-01-09 00:00:00,Act,Operating,Engines (E),Engine 8,ME,HFO, ,37257,6,L,438.0, , , ,0,-,2004-03-26 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 38,2002,11843.8405
53,6161191,21.0,11843.8405,25.0,7019.891639711999,1,13933.93,1,4,19939,GR,29909, ,Operating,Marine, -,Cruise & Ferry,Passenger & Cargo Vessels,Passenger & Cargo Vessels,Passenger & Cargo Vessel,M208,LR,22432,2336,GR,GR,2002-06-07,2002-03-22 00:00:00,2002-03-22 00:00:00,Act,Operating,Engines (E),Engine 8,ME,HFO,"HFORMK35, ",37257,6,L,, , , ,0,-,"2004-01-16,2005-04-26",Power Systems,Power Supply,Large Bore Engines,Power Supply,W 38,2002,11843.8405
54,6114247,11.0,1878.6785,13.5,1016.3170587816896,1,2210.21,1,1,43185,TR, , ,Operating,Marine, -,Merchant,Cargo Vessels,Cargo Vessels,General Cargo Vessel,M113,BV,48584,2621,PA,TR,2000-03-20,2000-02-17 00:00:00,2000-02-17 00:00:00,Act,Operating,Engines (E),Engine 4,ME,HFO,HFO 730,36573,6,L,369.0,CW, , ,0,-,2004-01-16 00:00:00,Power Systems,Power Supply,Medium Bore Engines,Power Supply,W 32,2000,1878.6785
55,6122337,20.5,25729.7295,29.0,9088.721795017733,1,30270.27,1,4,64321,CN, , ,Operating,Marine, -,Cruise & Ferry,Cruise Vessels,Cruise Vessels,Cruise Vessel,M200,CCS,72361,61682,LR,CN,2000-06-15,2000-06-15 00:00:00,2000-06-15 00:00:00,Act,Operating,Engines (E),Engine 6,ME,HFO,HFO 380,36692,9,L,531.0,"CW,CCW", , ,0,-,2004-01-16 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 46,2000,25729.7295
56,6122345,11.5,25729.7295,28.0,1782.6030590976904,1,30270.27,1,4,26134,CN, , ,Operating,Marine, -,Cruise & Ferry,Cruise Vessels,Cruise Vessels,Cruise Vessel,M200,RINA,29401,61682,LR,CN,2001-04-27,2001-04-27 00:00:00,2001-04-27 00:00:00,Act,Operating,Engines (E),Engine 6,ME,HFO,HFO 380,37008,9,L,531.0,"CW,CCW", , ,0,-,2004-01-16 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 46,2001,25729.7295
57,6138714,21.0,34306.306,32.0,9695.761104309082,1,40360.36,1,4,8787,IT,18942, ,Operating,Marine, -,Cruise & Ferry,Passenger & Cargo Vessels,Passenger & Cargo Vessels,Passenger & Cargo Vessel,M208,RINA,9885,1973,IT,IT,2001-02-28,2001-03-14 00:00:00,2001-03-14 00:00:00,Act,Operating,Engines (E),Engine 6,ME,HFO,HFO 730,36964,12,V,531.0,"CCW,CW",CPP, ,0,-,2004-01-16 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 46,2001,34306.306
58,6147540,25.0,34306.306,29.0,21978.59818975767,1,40360.36,1,4,2650,IT,MOBY, ,Operating,Marine, -,Cruise & Ferry,Passenger & Cargo Vessels,Passenger & Cargo Vessels,Passenger & Cargo Vessel,M208,RINA,2981,1973,IT,IT,2002-10-09,2000-10-01 00:00:00,2000-10-01 00:00:00,Act,Operating,Engines (E),Engine 6,ME,HFO,HFO 380,36800,12,V,531.0,"CCW,CW",CPP, ,0,-,2004-01-16 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 46,2002,34306.306
59,6134629,11.0,898.501,11.5,786.3268388263336,1,1057.06,1,1,745,NL,1117, ,Operating,Marine, -,Merchant,Cargo Vessels,Cargo Vessels,General Cargo Vessel,M113,BV,838,66011,NL,NL,2000-07-15,2000-07-12 00:00:00,2000-07-12 00:00:00,Act,Operating,Engines (E),Engine 1,ME,LFO, ,36719,8,L,231.0,CCW,FPP, ,0,-,2004-01-16 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 20,2000,898.501
60,6139078,19.0,25729.7295,22.0,16574.024665711873,1,30270.27,1,4,36211,NL, , ,Operating,Marine, -,Cruise & Ferry,Passenger & Cargo Vessels,Passenger & Cargo Vessels,Passenger & Cargo Vessel,M208,LR,40737,2363,NL,NL,2001-04-12,2001-04-28 00:00:00,2001-04-28 00:00:00,Act,Operating,Engines (E),Engine 6,ME,HFO,HFO 380,37009,9,L,531.0,"CW,CCW",CPP, ,0,-,2004-01-16 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 46,2001,25729.7295
61,6139086,19.5,25729.7295,22.0,17917.235915318604,1,30270.27,1,4,9828,GB, , ,Operating,Marine, -,Cruise & Ferry,Passenger & Cargo Vessels,Passenger & Cargo Vessels,Passenger & Cargo Vessel,M208,LR,11057,2363,BS,GB,2001-11-15,2001-11-02 00:00:00,2001-11-02 00:00:00,Act,Operating,Engines (E),Engine 6,ME,HFO,HFO 380,37197,9,L,531.0,"CW,CCW",CPP, ,0,-,2004-01-16 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 46,2001,25729.7295
62,6142588,11.5,2232.6355,14.0,1237.4488032297738,1,2626.63,1,1,45927,NL, , ,Operating,Marine, -,Merchant,Cargo Vessels,Cargo Vessels,General Cargo Vessel,M113,BV,51668,2763,NL,NL,2000-06-29,2000-06-27 00:00:00,2000-06-27 00:00:00,Act,Operating,Engines (E),Engine 14,ME,HFO, ,36704,8,R,369.0,CW,CPP, ,0,-,2004-01-16 00:00:00,Power Systems,Power Supply,Medium Bore Engines,Power Supply,Vasa 32,2000,2232.6355
63,6143772,12.0,2232.6355,14.0,1405.9745422740523,1,2626.63,1,1,402915,NL, , ,Operating,Marine, -,Merchant,Cargo Vessels,Cargo Vessels,General Cargo Vessel,M113,BV,453280,2763,NL,NL,2000-10-20,2000-10-10 00:00:00,2000-10-10 00:00:00,Act,Operating,Engines (E),Engine 14,ME,HFO, ,36809,8,R,369.0,CW,CPP, ,0,-,2004-01-16 00:00:00,Power Systems,Power Supply,Medium Bore Engines,Power Supply,Vasa 32,2000,2232.6355
64,6142596,11.5,2232.6355,14.0,1237.4488032297738,1,2626.63,1,1,6719,DE,10079, ,Operating,Marine, -,Merchant,Cargo Vessels,Cargo Vessels,General Cargo Vessel,M113,DNVG,7559,2763,CY,DE,2000-12-14,2000-12-14 00:00:00,2000-12-14 00:00:00,Act,Operating,Engines (E),Engine 14,ME,HFO, ,36874,8,R,369.0,CW,CPA, ,0,-,2006-03-17 00:00:00,Power Systems,Power Supply,Medium Bore Engines,Power Supply,Vasa 32,2000,2232.6355
65,6152699,11.5,2232.6355,14.0,1237.4488032297738,1,2626.63,1,1,402915,NL, , ,Operating,Marine, -,Merchant,Cargo Vessels,Cargo Vessels,General Cargo Vessel,M113,BV,453280,2756,NL,NL,2001-03-21,2001-03-12 00:00:00,2001-03-12 00:00:00,Act,Operating,Engines (E),Engine 14,ME,LFO, ,36962,8,R,369.0,CW,CPP, ,0,-,2004-01-16 00:00:00,Power Systems,Power Supply,Medium Bore Engines,Power Supply,Vasa 32,2001,2232.6355
66,6145489,11.0,980.1775,12.5,667.96352128,1,1153.15,1,1,1929,NL, , ,Operating,Marine, -,Merchant,Cargo Vessels,Cargo Vessels,General Cargo Vessel,M113,BV,2170,11503,NL,NL,2000-05-26,2000-05-24 00:00:00,2000-05-24 00:00:00,Act,Operating,Engines (E),Engine 1,ME,LFO, ,36670,8,L,231.0,CW,CPP, ,0,-,2004-01-16 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 20,2000,980.1775
67,6152709,11.5,1674.4745,13.0,1159.1563064121528,1,1969.97,1,1,46049,NL, , ,Operating,Marine, -,Merchant,Tankers,Combination Tankers,Chemical/Product Tanker,M148,BV,51806,2756,NL,SE,2001-10-12,2001-09-27 00:00:00,2001-09-27 00:00:00,Act,Operating,Engines (E),Engine 14,ME,HFO,HFO 730,37161,6,R,369.0,CW,ALT, ,0,-,2004-01-16 00:00:00,Power Systems,Power Supply,Medium Bore Engines,Power Supply,Vasa 32,2001,1674.4745
68,6156281,12.5,2232.6355,14.5,1430.3550652958297,1,2626.63,1,1,402944,EE, , ,Operating,Marine, -,Merchant,Container Vessels,Container Vessels,Container Vessel,M128,RINA,453312,2609,VC,EE,2001-06-01,2001-05-30 00:00:00,2001-05-30 00:00:00,Act,Operating,Engines (E),Engine 14,ME,HFO, ,39559,8,R,369.0,CW,CPP, ,0,-,2005-11-10 00:00:00,Power Systems,Power Supply,Medium Bore Engines,Power Supply,Vasa 32,2001,2232.6355
69,6156289,13.5,2232.6355,15.0,1627.5912795000002,1,2626.63,1,1,9445,NL, , ,Operating,Marine, -,Merchant,Container Vessels,Container Vessels,Container Vessel,M128,BV,10625,2609,NL,NL,2001-09-30,2001-09-27 00:00:00,2001-09-27 00:00:00,Act,Operating,Engines (E),Engine 14,ME,HFO, ,40865,8,R,369.0,CW,CPP, ,0,-,2006-03-17 00:00:00,Power Systems,Power Supply,Medium Bore Engines,Power Supply,Vasa 32,2001,2232.6355
70,6082981,14.0,9097.295,16.2,5871.530771995387,1,10702.7,1,4,5547,NL, , ,Operating,Marine, -,Merchant,Tankers,Combination Tankers,Chemical/Product Tanker,M148,LR,6240,16125,KY,NL,2001-12-04,2001-12-15 00:00:00,2001-12-15 00:00:00,Act,Operating,Engines (E),Engine 14,ME,HFO,HFO 730,37240,"9,6",R,369.0,CW, , ,0,-,2004-01-16 00:00:00,Power Systems,Power Supply,Medium Bore Engines,Power Supply,Vasa 32,2001,9097.295
71,6113293,13.5,6064.869,15.2,4249.051219734963,1,7135.14,1,3,5547,NL, , ,Operating,Marine, -,Merchant,Tankers,Combination Tankers,Chemical/Product Tanker,M148,DNVG,6240,16125,KY,NL,2000-05-11,2000-05-11 00:00:00,2000-05-11 00:00:00,Act,Operating,Engines (E),Engine 14,ME,HFO,HFO 730,36657,"8,6",R,369.0,CW, , ,0,-,2004-01-16 00:00:00,Power Systems,Power Supply,Medium Bore Engines,Power Supply,Vasa 32,2000,6064.869
72,6099675,14.5,6064.869,15.2,5264.955047407205,1,7135.14,1,3,5547,NL, , ,Operating,Marine, -,Merchant,Tankers,Combination Tankers,Chemical/Product Tanker,M148,LR,6240,16125,KY,NL,2000-01-28,2000-03-14 00:00:00,2000-03-14 00:00:00,Act,Operating,Engines (E),Engine 14,ME,HFO,HFO 730,36599,"8,6",R,369.0,CW, , ,0,-,2004-01-16 00:00:00,Power Systems,Power Supply,Medium Bore Engines,Power Supply,Vasa 32,2000,6064.869
73,6109405,13.0,1878.6785,16.0,1007.6798497314453,1,2210.21,1,1,5547,NL, , ,Operating,Marine, -,Merchant,Tankers,Combination Tankers,Chemical/Product Tanker,M148,LR,6240,16125,GB,NL,2001-04-01,2001-04-09 00:00:00,2001-04-09 00:00:00,Act,Operating,Engines (E),Engine 4,ME,HFO,HFO 730,36990,6,L,369.0,CW,CPP, ,0,-,2004-01-16 00:00:00,Power Systems,Power Supply,Medium Bore Engines,Power Supply,W 32,2001,1878.6785
74,6099315,12.0,2534.8529999999996,12.5,2242.675703807999,1,2982.18,1,4,5547,NL, , ,Operating,Marine, -,Merchant,Tankers,Combination Tankers,Chemical/Product Tanker,M148,LR,6240,16125,PT,NL,2000-08-31,2000-09-18 00:00:00,2000-09-18 00:00:00,Act,Operating,Engines (E),Engine 1,ME,HFO,HFO 730,36787,6,L,231.0,CW, , ,0,-,2004-01-16 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 20,2000,2534.8529999999996
75,6112407,14.5,6064.869,15.2,5264.955047407205,1,7135.14,1,3,5547,NL, , ,Operating,Marine, -,Merchant,Tankers,Combination Tankers,Chemical/Product Tanker,M148,DNVG,6240,16125,KY,NL,2000-07-21,2000-07-26 00:00:00,2000-07-26 00:00:00,Act,Operating,Engines (E),Engine 14,ME,HFO,HFO 730,36733,"8,6",R,369.0,CW, , ,0,-,2004-01-16 00:00:00,Power Systems,Power Supply,Medium Bore Engines,Power Supply,Vasa 32,2000,6064.869
76,6138799,12.5,5309.3125,15.0,3072.518807870371,1,6246.25,1,1,9306,NO, , ,Operating,Marine, -,Merchant,Cargo Vessels,Cargo Vessels,General Cargo Vessel,M113,DNVG,10469,2748,NO,NO,2000-08-08,2000-07-30 00:00:00,2000-07-30 00:00:00,Act,Operating,Engines (E),Engine 6,ME,HFO,HFO 380,36737,8,L,531.0,CCW,CPP, ,0,-,2004-01-16 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 46,2000,5309.3125
77,6138802,13.5,5309.3125,15.6,3440.8504605890134,1,6246.25,1,1,9306,NO, , ,Operating,Marine, -,Merchant,Cargo Vessels,Cargo Vessels,General Cargo Vessel,M113,DNVG,10469,2748,SG,NO,2000-11-22,2000-12-01 00:00:00,2000-12-01 00:00:00,Act,Operating,Engines (E),Engine 6,ME,HFO,HFO 380,36861,8,L,531.0,CCW,CPP, ,0,-,2004-01-16 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 46,2000,5309.3125
78,6154975,14.5,5309.3125,15.6,4263.5219165424705,1,6246.25,1,1,9306,NO, , ,Operating,Marine, -,Merchant,Cargo Vessels,Cargo Vessels,General Cargo Vessel,M113,DNVG,10469,2432,MH,NO,2001-07-01,2001-07-01 00:00:00,2001-07-01 00:00:00,Act,Operating,Engines (E),Engine 6,ME,HFO,HFO 380,36982,8,L,531.0,CCW,CPP, ,0,-,2004-01-16 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 46,2001,5309.3125
79,6164937,13.0,5309.3125,15.6,3072.518807870371,1,6246.25,1,1,407327,HK, , ,Operating,Marine, -,Merchant,Cargo Vessels,Cargo Vessels,General Cargo Vessel,M113,LR,458243,2432,LR,HK,2001-12-05,2002-12-02 00:00:00,2002-12-02 00:00:00,Act,Operating,Engines (E),Engine 6,ME,HFO,HFO 380,37592,8,L,531.0,CCW,CPP, ,0,-,2004-01-16 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 46,2001,5309.3125
80,6146221,14.5,14866.0665,20.987102800000002,4902.782287988639,1,17489.49,1,5,14053,US, , ,Operating,Marine, -,Cruise & Ferry,Cruise Vessels,Cruise Vessels,Cruise Vessel,M200,DNVG,15810,59099,BS,US,2002-02-20,2001-12-23 00:00:00,2001-12-23 00:00:00,Act,Operating,Engines (E),Engine 4,ME,LFO, ,3730636575,"12,8","V,L",369.0,"CW,CCW","CPA,ALT", ,0,-,2004-01-16 00:00:00,Power Systems,Power Supply,Medium Bore Engines,Power Supply,W 32,2002,14866.0665
81,6158662,10.5,2940.541,16.0,831.065374786377,1,3459.46,1,4,7163,NO, , ,Operating,Marine, -,Cruise & Ferry,Passenger & Cargo Vessels,Passenger & Cargo Vessels,Passenger & Cargo Vessel,M208,DNVG,8059,2396,NO,NO,2001-07-27,2001-07-06 00:00:00,2001-07-06 00:00:00,Act,Operating,Engines (E),Engine 1,ME,LFO, ,37078,6,L,231.0,CW, , ,0,-,"2016-11-30,2016-12-01",Power Systems,Power Supply,Small Bore Engines,Power Supply,W 20,2001,2940.541
82,6154634,14.5,5636.0355,18.0,2946.1863385095166,1,6630.63,1,2,404339,NO, , ,Operating,Marine, -,Cruise & Ferry,Passenger & Cargo Vessels,Passenger & Cargo Vessels,Passenger & Cargo Vessel,M208,DNVG,454882,2119,NO,NO,2002-04-03,2002-03-14 00:00:00,2002-03-14 00:00:00,Act,Operating,Engines (E),Engine 4,ME,DMA, ,37329,9,L,369.0,CW,CPP, ,0,-,"2016-11-09,2016-11-11",Power Systems,Power Supply,Medium Bore Engines,Power Supply,W 32,2002,5636.0355
83,6155505,15.0,5636.0355,18.5,3004.2240045012145,1,6630.63,1,2,404339,NO, , ,Operating,Marine, -,Cruise & Ferry,Passenger & Cargo Vessels,Passenger & Cargo Vessels,Passenger & Cargo Vessel,M208,DNVG,454882,16125,NO,NO,2002-05-14,2002-05-02 00:00:00,2002-05-02 00:00:00,Act,Operating,Engines (E),Engine 4,ME,HFO, ,37378,9,L,369.0,CCW,CPP, ,0,-,2017-03-24 00:00:00,Power Systems,Power Supply,Medium Bore Engines,Power Supply,W 32,2002,5636.0355
84,6165152,14.5,5636.0355,18.5,2713.7044165103744,1,6630.63,1,2,404339,NO, , ,Operating,Marine, -,Cruise & Ferry,Passenger & Cargo Vessels,Passenger & Cargo Vessels,Passenger & Cargo Vessel,M208,DNVG,454882,16125,NO,NO,2003-03-12,2003-02-18 00:00:00,2003-02-18 00:00:00,Act,Operating,Engines (E),Engine 4,ME,HFO, ,37670,9,L,369.0,CCW, , ,0,-,2013-02-27 00:00:00,Power Systems,Power Supply,Medium Bore Engines,Power Supply,W 32,2003,5636.0355
85,6012800,10.5,2042.04,13.5,960.7952263374486,1,2402.4,1,1,6719,DE,10079, ,Operating,Marine, -,Merchant,Cargo Vessels,Cargo Vessels,General Cargo Vessel,M113,DNVG,7559,16125,AG,DE,2001-05-27,2001-05-27 00:00:00,2001-05-27 00:00:00,Act,Operating,Engines (E),Engine 14,ME,HFO,HFO 180,37038,8,R,369.0,CW, , ,0,-,2004-01-16 00:00:00,Power Systems,Power Supply,Medium Bore Engines,Power Supply,Vasa 32,2001,2042.04
86,6165067,9.0,1470.2705,11.0,805.2796352366644,1,1729.73,1,2,1817,RU, , ,Operating,Marine, -,Merchant,Cargo Vessels,Cargo Vessels,General Cargo Vessel,M113, ,2045,64762,RU,RU,2002-12-03,2002-07-27 00:00:00,2002-07-27 00:00:00,Act,Operating,Engines (E),Engine 1,ME,LFO, ,37464,6,L,231.0,"CW,CCW",FPP, ,0,-,2004-01-16 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 20,2002,1470.2705
87,6165075,9.0,1470.2705,11.0,805.2796352366644,1,1729.73,1,2,1817,RU, , ,Operating,Marine, -,Merchant,Cargo Vessels,Cargo Vessels,General Cargo Vessel,M113,RS,2045,64762,RU,RU,2003-03-06,2003-03-06 00:00:00,2003-03-06 00:00:00,Act,Operating,Engines (E),Engine 1,ME,LFO, ,37686,6,L,231.0,"CW,CCW",FPP, ,0,-,2004-01-16 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 20,2003,1470.2705
88,6141726,11.0,4410.8115,14.5,1925.717366517692,1,5189.19,1,4,45513,ID, , ,Operating,Marine, -,Merchant,Tankers,Combination Tankers,Chemical/Product Tanker,M148,DNVG,51202,1846,ID,ID,2000-10-09,2001-07-10 00:00:00,2001-07-10 00:00:00,Act,Operating,Engines (E),Engine 1,ME,HFO, ,37082,9,L,231.0,CW,ALT, ,0,-,2004-01-16 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 20,2000,4410.8115
89,6149189,27.5,34306.306,28.5,30820.342349602844,1,40360.36,1,4,7411,SE, , ,Operating,Marine, -,Cruise & Ferry,Passenger & Cargo Vessels,Passenger & Cargo Vessels,Passenger & Cargo Vessel,M208,DNVG,8337,2414,SE,SE,2003-01-27,2003-01-22 00:00:00,2003-01-22 00:00:00,Act,Operating,Engines (E),Engine 6,ME,HFO,HFO 380,37643,12,V,531.0,"CCW,CW",CPP, ,0,-,2004-01-16 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 46,2003,34306.306
90,6152701,12.0,1654.0575,13.0,1300.9610195721439,1,1945.95,1,1,46049,NL, , ,Operating,Marine, -,Merchant,Tankers,Combination Tankers,Chemical/Product Tanker,M148,BV,51806,2756,NL,NL,2001-06-01,2001-05-29 00:00:00,2001-05-29 00:00:00,Act,Operating,Engines (E),Engine 14,ME,HFO,HFO 730,37040,6,R,369.0,CW,ALT, ,0,-,2004-01-16 00:00:00,Power Systems,Power Supply,Medium Bore Engines,Power Supply,Vasa 32,2001,1654.0575
91,6126800,11.0,1654.0575,13.0,1002.0712482931269,1,1945.95,1,1,46049,NL, , ,Operating,Marine, -,Merchant,Cargo Vessels,Cargo Vessels,General Cargo Vessel,M113,BV,51806,2756,NO,SE,2000-01-28,2000-01-28 00:00:00,2000-01-28 00:00:00,Act,Operating,Engines (E),Engine 14,ME,HFO,HFO 730,36553,6,R,369.0,CW,CPP, ,0,-,2004-01-16 00:00:00,Power Systems,Power Supply,Medium Bore Engines,Power Supply,Vasa 32,2000,1654.0575
92,6175961,12.5,2504.9075,13.4,2033.327512417377,1,2946.95,1,1,25567,CY,38350, ,Operating,Marine, -,Merchant,Tankers,Special Tankers,Asphalt Carrier,M146,BV,28763,2234,MH,CY,2005-11-16,2005-07-23 00:00:00,2005-07-23 00:00:00,Act,Operating,Engines (E),Engine 4,ME,HFO,HFO 730,38556,8,L,369.0,CCW, , ,0,-,2004-01-16 00:00:00,Power Systems,Power Supply,Medium Bore Engines,Power Supply,W 32,2005,2504.9075
93,6175969,12.0,2504.9075,13.4,1798.9580500261004,1,2946.95,1,1,25567,CY,38350, ,Operating,Marine, -,Merchant,Tankers,Special Tankers,Asphalt Carrier,M146,BV,28763,2234,MH,DE,2006-09-26,2006-05-20 00:00:00,2006-05-20 00:00:00,Act,Operating,Engines (E),Engine 4,ME,HFO,HFO 730,38857,8,L,369.0,CCW, , ,0,-,2004-01-16 00:00:00,Power Systems,Power Supply,Medium Bore Engines,Power Supply,W 32,2006,2504.9075
94,6107819,20.5,51459.459,23.7,33302.8776040311,1,60540.54,1,6,1223,US,1835, ,Operating,Marine, -,Cruise & Ferry,Cruise Vessels,Cruise Vessels,Cruise Vessel,M200,DNVG,1376,2124,BS,US,2000-09-30,2000-09-28 00:00:00,2000-09-28 00:00:00,Act,Operating,Engines (E),Engine 6,ME,HFO,HFO 700,3679736525,12,V,531.0,CW, , ,0,-,2004-01-16 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 46,2000,51459.459
95,6125765,19.5,42454.057499999995,22.0,29563.441923864808,1,49945.95,1,6,1158,US,5280, ,Operating,Marine, -,Cruise & Ferry,Cruise Vessels,Cruise Vessels,Cruise Vessel,M200,LR,1303,65686,MT,US,2001-04-11,2001-04-12 00:00:00,2001-04-12 00:00:00,Act,Operating,Engines (E),Engine 6,ME,HFO,HFO 380,36993,9,L,531.0,CW,ALT, ,0,-,2004-01-16 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 46,2001,42454.057499999995
96,6139481,17.0,34306.306,22.2,15405.003376093407,1,40360.36,1,6,1074,US, , ,Operating,Marine, -,Cruise & Ferry,Cruise Vessels,Cruise Vessels,Cruise Vessel,M200,DNVG,1208,2162,US,US,2005-06-06,2005-05-30 00:00:00,2005-05-30 00:00:00,Act,Operating,Engines (E),Engine 6,ME,HFO,HFO 380,36892,8,L,531.0,CW, , ,0,-,2004-01-16 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 46,2005,34306.306
97,6111485,20.0,51459.459,23.7,30925.032525035775,1,60540.54,1,6,1223,US,1835, ,Operating,Marine, -,Cruise & Ferry,Cruise Vessels,Cruise Vessels,Cruise Vessel,M200,DNVG,1376,2124,BS,US,2001-10-26,2001-10-26 00:00:00,2001-10-26 00:00:00,Act,Operating,Engines (E),Engine 6,ME,HFO,HFO 380,37190,12,V,531.0,CW,ALT, ,0,-,2004-01-16 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 46,2001,51459.459
98,6151672,18.5,51459.459,22.0,30599.361109210655,1,60540.54,1,6,1223,US,1835, ,Operating,Marine, -,Cruise & Ferry,Cruise Vessels,Cruise Vessels,Cruise Vessel,M200,DNVG,1376,56753,BS,US,2002-11-18,2002-11-18 00:00:00,2002-11-18 00:00:00,Act,Operating,Engines (E),Engine 6,ME,HFO,HFO 380,37578,12,V,531.0,CW,ALT, ,0,-,2004-01-16 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 46,2002,51459.459
99,6151673,19.0,51459.459,22.0,33148.04933142375,1,60540.54,1,6,1223,US,1835, ,Operating,Marine, -,Cruise & Ferry,Cruise Vessels,Cruise Vessels,Cruise Vessel,M200,DNVG,1376,2124,BS,US,2003-10-31,2003-10-30 00:00:00,2003-10-30 00:00:00,Act,Operating,Engines (E),Engine 6,ME,HFO,HFO 380,37924,12,V,531.0,CW,ALT, ,0,-,2004-01-16 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 46,2003,51459.459
100,6158238,20.0,42454.057499999995,22.0,31896.361758076626,1,49945.95,1,6,1158,US,5280, ,Operating,Marine, -,Cruise & Ferry,Cruise Vessels,Cruise Vessels,Cruise Vessel,M200,LR,1303,65686,PA,US,2004-02-01,2004-02-01 00:00:00,2004-02-01 00:00:00,Act,Operating,Engines (E),Engine 6,ME,HFO,HFO 700,38026,9,L,531.0,CW,ALT, ,0,-,2004-01-16 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 46,2004,42454.057499999995
